,Unnamed: 0,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
1359,15,Dave Fedor,1963,1963,F,6-6,190.0,"December 10, 1940",Florida State
1360,16,Bob Feerick,1947,1950,F-G,6-3,190.0,"January 2, 1920",Santa Clara
1361,17,Butch Feher,1977,1977,G,6-4,185.0,"May 19, 1954",Vanderbilt
1362,18,Jamie Feick,1997,2001,C,6-9,255.0,"July 3, 1974",Michigan State
1363,19,Ron Feiereisel,1956,1956,G,6-3,185.0,"August 6, 1931",DePaul
1364,20,George Feigenbaum,1950,1953,G,6-1,185.0,"July 2, 1928",Kentucky
1365,21,Dave Feitl,1987,1992,C,6-11,235.0,"June 8, 1962",Texas-El Paso
1366,22,Kay Felder,2017,2018,G,5-9,176.0,"March 29, 1995",Oakland
1367,23,Cristiano Felício,2016,2021,F-C,6-11,270.0,"July 7, 1992",
1368,24,Carrick Felix,2014,2014,G,6-6,201.0,"August 17, 1990",Arizona State
1369,25,Noel Felix,2006,2006,F,6-9,225.0,"October 4, 1981",Fresno State
1370,26,Ray Felix,1954,1962,C,6-11,220.0,"December 10, 1930",Long Island University
1371,27,Raymond Felton,2006,2019,G,6-1,205.0,"June 26, 1984",UNC
1372,28,Jake Fendley,1952,1953,G,6-0,180.0,"June 12, 1929",Northwestern
1373,29,Warren Fenley,1947,1947,F,6-3,190.0,"February 8, 1922",Manhattan College
1374,30,Desmond Ferguson,2004,2004,G-F,6-7,203.0,"July 22, 1977","Missouri, Detroit Mercy"
1375,31,Terrance Ferguson,2018,2021,G-F,6-6,190.0,"May 17, 1998",
1376,32,Rudy Fernández,2009,2012,G,6-6,185.0,"April 4, 1985",
1377,33,Bruno Fernando,2020,2023,F,6-9,240.0,"August 15, 1998",Maryland
1378,34,Eric Fernsten,1976,1984,C-F,6-10,205.0,"November 1, 1953",San Francisco
1379,35,Al Ferrari,1956,1963,G-F,6-4,190.0,"July 6, 1933",Michigan State
1380,36,Rolando Ferreira,1989,1989,C,7-1,240.0,"May 24, 1964",Houston
1381,37,Duane Ferrell,1989,1999,F-G,6-7,209.0,"February 28, 1965",Georgia Tech
1382,38,Yogi Ferrell,2017,2021,G,6-0,178.0,"May 9, 1993",Indiana
1383,39,Arnie Ferrin,1949,1951,F-G,6-2,180.0,"July 29, 1925",Utah
1384,40,Bob Ferry,1960,1969,C-F,6-8,230.0,"May 31, 1937",Saint Louis
1385,41,Danny Ferry,1991,2003,F,6-10,230.0,"October 17, 1966",Duke
1386,42,Kyrylo Fesenko,2008,2012,C,7-1,288.0,"December 24, 1986",
1387,43,Bobby Fields,1972,1972,G,6-3,175.0,"October 20, 1949","Brandywine Junior College, La Salle"
1388,44,Kenny Fields,1985,1988,F-G,6-5,220.0,"February 9, 1962",UCLA
1389,45,Landry Fields,2011,2015,F,6-7,210.0,"June 27, 1988",Stanford
1390,46,Ron Filipek,1968,1968,F,6-5,205.0,"February 5, 1944",Tennessee Technological University
1391,47,Greg Fillmore,1971,1972,C,7-1,240.0,"March 7, 1947",Cheyney (PA)
1392,48,Larry Finch,1974,1975,G,6-2,185.0,"February 16, 1951",Memphis
1393,49,Hank Finkel,1967,1975,C,7-0,240.0,"April 20, 1942",Dayton
1394,50,Michael Finley,1996,2010,G-F,6-7,215.0,"March 6, 1973",Wisconsin
1395,51,Danny Finn,1953,1955,G,6-1,185.0,"May 29, 1928",St. John's
1396,52,Dorian Finney-Smith,2017,2023,F,6-7,220.0,"May 4, 1993",Florida
1397,53,Matt Fish,1995,1997,C,6-11,235.0,"November 18, 1969",UNC Wilmington
1398,54,Derek Fisher,1997,2014,G,6-1,200.0,"August 9, 1974",Little Rock
1399,55,Rick Fisher,1972,1972,F,6-5,215.0,"October 27, 1948","Trinidad State Junior College, Colorado State"
1400,56,Gerald Fitch,2006,2006,G,6-3,188.0,"August 12, 1982",Kentucky
1401,57,Malik Fitts,2021,2022,F,6-8,230.0,"July 4, 1997","South Florida, Saint Mary's"
1402,58,Bob Fitzgerald,1947,1949,F-C,6-5,190.0,"March 14, 1923",Seton Hall
1403,59,Dick Fitzgerald,1947,1948,F,6-2,175.0,"November 18, 1920",Fordham
1404,60,Marcus Fizer,2001,2006,F,6-9,262.0,"August 10, 1978",Iowa State
1405,61,Jerry Fleishman,1947,1953,G-F,6-2,190.0,"February 14, 1922",NYU
1406,62,Al Fleming,1978,1978,F,6-7,215.0,"April 5, 1954",Arizona
1407,63,Ed Fleming,1956,1960,G-F,6-3,189.0,"July 25, 1933",Niagara University
1408,64,Vern Fleming,1985,1996,G,6-5,185.0,"February 4, 1962",Georgia
1409,65,Luis Flores,2005,2005,G,6-2,200.0,"April 11, 1981","Rutgers University, Manhattan College"
1410,66,Bruce Flowers,1983,1983,F,6-8,225.0,"June 13, 1957",Notre Dame
1411,67,Sleepy Floyd,1983,1995,G,6-3,170.0,"March 6, 1960",Georgetown
1412,68,Jonny Flynn,2010,2012,G,6-0,185.0,"February 6, 1989",Syracuse
1413,69,Malachi Flynn,2021,2023,G,6-1,175.0,"May 10, 1998","Washington State, San Diego State"
1414,70,Mike Flynn,1976,1978,G,6-2,180.0,"July 31, 1953",Kentucky
1415,71,Larry Fogle,1976,1976,G,6-5,205.0,"March 19, 1953",Canisius
1416,72,Jack Foley,1963,1963,F,6-3,170.0,"April 19, 1939",Holy Cross
1417,73,Isaac Fontaine,2002,2002,G,6-4,210.0,"April 16, 1975",Washington State
1418,74,Levi Fontaine,1971,1971,G,6-4,190.0,"November 1, 1948",University of Maryland Eastern Shore
1419,75,Simone Fontecchio,2023,2023,F,6-8,209.0,"December 9, 1995",
1420,76,Jeff Foote,2012,2012,C,7-0,265.0,"July 14, 1987",Cornell
1421,77,Bryn Forbes,2017,2023,G,6-2,205.0,"July 23, 1993",Michigan State
1422,78,Gary Forbes,2011,2012,F,6-7,220.0,"February 25, 1985","Virginia, UMass"
1423,79,Aleem Ford,2022,2022,F,6-8,220.0,"December 22, 1997",Wisconsin
1424,80,Alphonso Ford,1994,1995,G,6-1,190.0,"October 31, 1971",Mississippi Valley State University
1425,81,Alton Ford,2002,2004,F,6-9,275.0,"May 29, 1981",Houston
1426,82,Bob Ford,1973,1973,F,6-7,228.0,"January 26, 1950",Purdue
1427,83,Chris Ford,1973,1982,G-F,6-5,190.0,"January 11, 1949",Villanova
1428,84,Don Ford,1976,1982,F,6-9,215.0,"December 31, 1952","New Mexico, UC Santa Barbara"
1429,85,Jake Ford,1971,1972,G,6-3,180.0,"April 29, 1945",University of Maryland Eastern Shore
1430,86,Phil Ford,1979,1985,G,6-2,175.0,"February 9, 1956",UNC
1431,87,Sharrod Ford,2006,2006,F,6-9,225.0,"January 9, 1982",Clemson
1432,88,Sherell Ford,1996,1996,F,6-7,210.0,"August 26, 1972",University of Illinois at Chicago
1433,89,T.J. Ford,2004,2012,G,6-0,165.0,"March 24, 1983",Texas
1434,90,Donnie Forman,1949,1949,G,5-10,175.0,"January 17, 1926",NYU
1435,91,Bayard Forrest,1978,1979,C,6-10,235.0,"July 8, 1954",Grand Canyon University
1436,92,Trent Forrest,2021,2023,G,6-4,210.0,"June 12, 1998",Florida State
1437,93,Joseph Forte,2002,2003,G,6-4,194.0,"March 23, 1981",UNC
1438,94,Courtney Fortson,2012,2012,G,5-11,185.0,"May 23, 1988",Arkansas
1439,95,Danny Fortson,1998,2007,F,6-7,260.0,"March 27, 1976",Cincinnati
1440,96,Fred Foster,1969,1977,F,6-5,210.0,"March 18, 1946",Miami University
1441,97,Greg Foster,1991,2003,F-C,6-11,240.0,"October 3, 1968","UCLA, Texas-El Paso"
1442,98,Jeff Foster,2000,2012,F-C,6-11,236.0,"January 16, 1977",Texas State University
1443,99,Jimmy Foster,1975,1976,G,6-1,175.0,"December 16, 1951",UConn
1444,100,Michael Foster Jr.,2023,2023,F,6-8,250.0,"January 16, 2003",
1445,101,Rod Foster,1984,1986,G,6-1,160.0,"October 10, 1960",UCLA
1446,102,Antonis Fotsis,2002,2002,F,6-10,219.0,"April 1, 1981",
1447,103,Evan Fournier,2013,2023,G-F,6-7,205.0,"October 29, 1992",
1448,104,Larry Foust,1951,1962,C-F,6-9,215.0,"June 24, 1928",La Salle
1449,105,Calvin Fowler,1970,1970,G,6-0,175.0,"February 11, 1940",Saint Francis University
1450,106,Jerry Fowler,1952,1952,C,6-8,230.0,"June 20, 1927",Missouri
1451,107,Tremaine Fowlkes,2002,2005,F,6-8,220.0,"April 11, 1976","California, Fresno State"
1452,108,De'Aaron Fox,2018,2023,G,6-3,185.0,"December 20, 1997",Kentucky
1453,109,Harold Fox,1973,1973,G,6-2,175.0,"August 29, 1949",Jacksonville University
1454,110,Jim Fox,1968,1977,C-F,6-10,230.0,"April 7, 1943",South Carolina
1455,111,Rick Fox,1992,2004,F-G,6-7,230.0,"July 24, 1969",UNC
1456,112,Randy Foye,2007,2017,G,6-4,213.0,"September 24, 1983",Villanova
1457,113,Adonal Foyle,1998,2009,C,6-10,250.0,"March 9, 1975",Colgate
1458,114,Richie Frahm,2004,2008,G,6-5,210.0,"August 14, 1977",Gonzaga
1459,115,Steve Francis,2000,2008,G,6-3,195.0,"February 21, 1977",Maryland
1460,116,Tellis Frank,1988,1994,F-C,6-10,225.0,"April 26, 1965",Western Kentucky
1461,117,Nat Frankel,1947,1947,F-G,6-0,195.0,"November 3, 1913",Brooklyn College
1462,118,Bill Franklin,1973,1976,F,6-7,220.0,"October 19, 1949",Purdue
1463,119,Jamaal Franklin,2014,2015,G,6-5,191.0,"July 21, 1991",San Diego State
1464,120,Robert Franks,2021,2021,F,6-7,225.0,"December 18, 1996",Washington State
1465,121,Ron Franz,1968,1973,F,6-7,205.0,"October 20, 1945",Kansas
1466,122,Melvin Frazier,2019,2022,G,6-5,215.0,"August 30, 1996",Tulane
1467,123,Michael Frazier,2020,2020,G,6-3,200.0,"March 8, 1994",Florida
1468,124,Tim Frazier,2015,2022,G,6-0,170.0,"November 1, 1990",Penn State
1469,125,Walt Frazier*,1968,1980,G,6-4,200.0,"March 29, 1945",Southern Illinois
1470,126,Will Frazier,1966,1969,C-F,6-7,210.0,"August 24, 1942",Grambling State University
1471,127,Anthony Frederick,1989,1992,F,6-7,205.0,"December 7, 1964",Pepperdine
1472,128,Jimmer Fredette,2012,2019,G,6-2,195.0,"February 25, 1989",BYU
1473,129,World B. Free,1976,1988,G,6-2,185.0,"December 9, 1953",Guilford College
1474,130,Enes Freedom,2012,2022,C,6-10,250.0,"May 20, 1992",
1475,131,Joel Freeland,2013,2015,F-C,6-10,250.0,"February 7, 1987",
1476,132,Donnie Freeman,1968,1976,G,6-3,185.0,"July 18, 1944",Illinois
1477,133,Gary Freeman,1971,1971,F,6-9,210.0,"July 25, 1948",Oregon State
1478,134,Rod Freeman,1974,1974,F,6-7,225.0,"November 5, 1950",Vanderbilt
1479,135,Matt Freije,2005,2007,F,6-10,240.0,"October 2, 1981",Vanderbilt
1480,136,Frido Frey,1947,1947,F,6-2,195.0,"October 26, 1921",Long Island University
1481,137,Larry Friend,1958,1958,G-F,6-4,185.0,"April 14, 1935",California
1482,138,Pat Frink,1969,1969,G,6-4,195.0,"February 18, 1945",Colorado
1483,139,Jim Fritsche,1954,1955,F-C,6-8,210.0,"December 10, 1931",Hamline University
1484,140,Channing Frye,2006,2019,C-F,7-0,255.0,"May 17, 1983",Arizona
1485,141,Bernie Fryer,1974,1975,G,6-3,185.0,"December 25, 1949",BYU
1486,142,Frank Fucarino,1947,1947,F,6-2,175.0,"July 24, 1920",Long Island University
1487,143,Herm Fuetsch,1948,1948,G,6-0,170.0,"July 6, 1918",
1488,144,Joe Fulks*,1947,1954,F-C,6-5,190.0,"October 26, 1921",Murray State
1489,145,Carl Fuller,1971,1972,C,6-9,225.0,"January 10, 1946",Bethune-Cookman College
1490,146,Hiram Fuller,2004,2004,F,6-9,240.0,"May 15, 1981",Fresno State
1491,147,Todd Fuller,1997,2001,C,6-11,255.0,"July 25, 1974",NC State
1492,148,Tony Fuller,1981,1981,G,6-4,180.0,"September 4, 1958","Vincennes University, Pepperdine"
1493,149,Markelle Fultz,2018,2023,G,6-3,209.0,"May 29, 1998",Washington
1494,150,Lawrence Funderburke,1998,2005,F,6-9,230.0,"December 15, 1970","Indiana, Ohio State"
1495,151,Terry Furlow,1977,1980,G-F,6-4,190.0,"October 18, 1954",Michigan State
1496,0,Bill Gabor,1950,1955,G-F,5-11,170.0,"May 13, 1922",Syracuse
1497,1,Wenyen Gabriel,2020,2023,F,6-9,205.0,"March 26, 1997",Kentucky
1498,2,Dan Gadzuric,2003,2012,C,6-11,240.0,"February 2, 1978",UCLA
1499,3,Daniel Gafford,2020,2023,F,6-10,234.0,"October 1, 1998",Arkansas
1500,4,Deng Gai,2006,2006,F,6-9,250.0,"March 22, 1982",Fairfield
1501,5,Elmer Gainer,1948,1950,F-C,6-6,195.0,"November 22, 1918",DePaul
1502,6,Bill Gaines,1969,1969,G,6-4,185.0,"March 10, 1946",Texas A&M University-Commerce
1503,7,Corey Gaines,1989,1995,G,6-3,195.0,"June 1, 1965","UCLA, Loyola Marymount"
1504,8,Reece Gaines,2004,2006,G,6-6,205.0,"January 7, 1981",Louisville
1505,9,Smokey Gaines,1968,1968,G,6-1,170.0,"February 27, 1940",LeMoyne-Owen College
1506,10,Sundiata Gaines,2010,2012,G,6-1,185.0,"April 18, 1986",Georgia
1507,11,Mike Gale,1972,1982,G,6-4,185.0,"July 18, 1950",Elizabeth City State University
1508,12,Chad Gallagher,1994,1994,C,6-10,255.0,"May 30, 1969",Creighton
1509,13,Harry Gallatin*,1949,1958,F-C,6-6,210.0,"April 26, 1927",Truman State University
1510,14,Gene Gallette,1947,1947,F,6-2,205.0,"February 22, 1919",
1511,15,Danilo Gallinari,2009,2022,F,6-10,233.0,"August 8, 1988",
1512,16,Langston Galloway,2015,2022,G,6-1,200.0,"December 9, 1991",Saint Joseph's
1513,17,Dave Gambee,1959,1970,F,6-6,215.0,"April 16, 1937",Oregon State
1514,18,Kevin Gamble,1988,1997,F-G,6-5,210.0,"November 13, 1965",Iowa
1515,19,Bob Gantt,1947,1947,F-C,6-4,205.0,"June 22, 1922",Duke
1516,20,Jorge Garbajosa,2007,2008,F,6-9,245.0,"December 19, 1977",
1517,21,Rubén Garcés,2001,2001,F,6-9,245.0,"October 17, 1973",Providence
1518,22,Alex Garcia,2004,2005,G,6-3,220.0,"March 4, 1980",
1519,23,Francisco García,2006,2015,F-G,6-7,195.0,"December 31, 1981",Louisville
1520,24,Chuck Gardner,1968,1968,F,6-8,205.0,"September 30, 1944",Colorado
1521,25,Earl Gardner,1949,1949,F,6-3,195.0,"September 18, 1923",DePauw University
1522,26,Ken Gardner,1976,1976,F,6-5,205.0,"September 27, 1949",Utah
1523,27,Thomas Gardner,2008,2009,G,6-5,225.0,"February 8, 1985",Missouri
1524,28,Vern Gardner,1950,1952,F-C,6-5,200.0,"May 14, 1925",Utah
1525,29,Jack Garfinkel,1947,1949,G,6-0,190.0,"June 13, 1918",St. John's
1526,30,Patricio Garino,2017,2017,G-F,6-6,210.0,"May 17, 1993",George Washington
1527,31,Darius Garland,2020,2023,G,6-1,192.0,"January 26, 2000",Vanderbilt
1528,32,Gary Garland,1980,1980,G,6-4,180.0,"October 12, 1957",DePaul
1529,33,Winston Garland,1988,1995,G,6-2,170.0,"December 19, 1964",Missouri State
1530,34,Dick Garmaker,1956,1961,G-F,6-3,200.0,"October 29, 1932",Minnesota
1531,35,Bill Garner,1968,1968,C,6-10,220.0,"June 17, 1940",University of Portland
1532,36,Chris Garner,1998,2001,G,5-10,156.0,"February 2, 1975",Memphis
1533,37,Bill Garnett,1983,1986,F,6-9,225.0,"April 22, 1960",Wyoming
1534,38,Kevin Garnett*,1996,2016,F-C,6-11,240.0,"May 19, 1976",
1535,39,Marlon Garnett,1999,1999,G,6-2,186.0,"July 3, 1975",Santa Clara
1536,40,Billy Garrett,2019,2019,G,6-6,213.0,"October 16, 1994",DePaul
1537,41,Calvin Garrett,1981,1984,F,6-7,190.0,"July 11, 1956","Austin Peay State University, Oral Roberts"
1538,42,Dean Garrett,1997,2002,C,6-10,225.0,"November 27, 1966",Indiana
1539,43,Diante Garrett,2013,2014,G,6-4,190.0,"November 3, 1988",Iowa State
1540,44,Dick Garrett,1970,1974,G,6-3,185.0,"January 31, 1947",Southern Illinois
1541,45,Marcus Garrett,2022,2022,G,6-5,205.0,"November 9, 1998",Kansas
1542,46,Rowland Garrett,1973,1977,F,6-6,210.0,"July 16, 1950",Florida State
1543,47,Tom Garrick,1989,1992,G,6-2,185.0,"July 7, 1966",Rhode Island
1544,48,John Garris,1984,1984,F,6-8,205.0,"June 6, 1959","Michigan, Boston College"
1545,49,Kiwane Lemorris Garris,1998,2000,G,6-2,183.0,"September 24, 1974",Illinois
1546,50,Pat Garrity,1999,2008,F,6-9,238.0,"August 23, 1976",Notre Dame
1547,51,Usman Garuba,2022,2023,F,6-8,220.0,"March 9, 2002",
1548,52,Jim Garvin,1974,1974,F,6-7,200.0,"February 5, 1950",Boston University
1549,53,Luka Garza,2022,2023,F-C,6-11,235.0,"December 27, 1998",Iowa
1550,54,Marc Gasol,2009,2021,C,6-11,255.0,"January 29, 1985",
1551,55,Pau Gasol,2002,2019,C-F,7-0,250.0,"July 6, 1980",
1552,56,Frank Gates,1950,1950,G,6-0,160.0,"April 12, 1920",Sam Houston State University
1553,57,Chris Gatling,1992,2002,F-C,6-10,220.0,"September 3, 1967",Old Dominion
1554,58,Kenny Gattison,1987,1996,F-C,6-8,225.0,"May 23, 1964",Old Dominion
1555,59,Rudy Gay,2007,2023,F,6-8,250.0,"August 17, 1986",UConn
1556,60,Ed Gayda,1951,1951,G-F,6-4,210.0,"May 16, 1927",Washington State
1557,61,Andrew Gaze,1994,1999,G,6-7,205.0,"July 24, 1965",Seton Hall
1558,62,Michael Gbinije,2017,2017,G,6-7,200.0,"June 5, 1992","Duke, Syracuse"
1559,63,Reggie Geary,1997,1998,G,6-2,187.0,"August 31, 1973",Arizona
1560,64,Alonzo Gee,2010,2017,G,6-6,225.0,"May 29, 1987",Alabama
1561,65,Matt Geiger,1993,2002,C,7-0,243.0,"September 10, 1969","Auburn, Georgia Tech"
1562,66,Mickaël Gelabale,2007,2013,F,6-7,215.0,"May 22, 1983",
1563,67,Devean George,2000,2010,G-F,6-8,220.0,"August 29, 1977",Augsburg College
1564,68,Jack George,1954,1961,G,6-2,190.0,"November 13, 1928",La Salle
1565,69,Paul George,2011,2023,F,6-8,220.0,"May 2, 1990",Fresno State
1566,70,Tate George,1991,1995,G,6-5,190.0,"May 29, 1968",UConn
1567,71,Marcus Georges-Hunt,2017,2018,G,6-5,216.0,"March 28, 1994",Georgia Tech
1568,72,Gus Gerard,1975,1981,F-G,6-8,200.0,"July 27, 1953",Virginia
1569,73,Derrick Gervin,1990,1991,F,6-8,200.0,"March 28, 1963",Texas-San Antonio
1570,74,George Gervin*,1973,1986,G-F,6-7,180.0,"April 27, 1952",Eastern Michigan
1571,75,Gorham Getchell,1947,1947,C,6-4,205.0,"August 14, 1920",Temple
1572,76,John Gianelli,1973,1980,C-F,6-10,220.0,"June 10, 1950",University of the Pacific
1573,77,Dick Gibbs,1972,1976,F-G,6-5,210.0,"December 20, 1948",Texas-El Paso
1574,78,Daniel Gibson,2007,2013,G,6-2,190.0,"February 27, 1986",Texas
1575,79,Dee Gibson,1950,1950,F-G,5-11,175.0,"August 25, 1923",Western Kentucky
1576,80,Hoot Gibson,1950,1950,F-C,6-5,198.0,"December 5, 1921",Creighton
1577,81,Jonathan Gibson,2017,2018,G,6-2,185.0,"November 8, 1987",New Mexico State
1578,82,Mel Gibson,1964,1964,G,6-3,180.0,"December 30, 1940",Western Carolina University
1579,83,Mike Gibson,1984,1986,F,6-10,205.0,"October 27, 1960",USC Upstate
1580,84,Taj Gibson,2010,2023,F-C,6-9,232.0,"June 24, 1985",USC
1581,85,J.R. Giddens,2009,2010,G,6-5,215.0,"February 13, 1985","Kansas, New Mexico"
1582,86,Josh Giddey,2022,2023,G,6-8,210.0,"October 10, 2002",
1583,87,Trey Gilder,2010,2010,F,6-9,185.0,"January 24, 1985","McNeese State University, Northwestern State University"
1584,88,Harry Giles,2019,2021,F-C,6-11,240.0,"April 22, 1998",Duke
1585,89,Shai Gilgeous-Alexander,2019,2023,G,6-6,180.0,"July 12, 1998",Kentucky
1586,90,Anthony Gill,2021,2023,F,6-7,230.0,"October 17, 1992","South Carolina, Virginia"
1587,91,Eddie Gill,2001,2009,G,6-0,190.0,"August 16, 1978",Weber State
1588,92,Kendall Gill,1991,2005,G,6-5,195.0,"May 25, 1968",Illinois
1589,93,Ben Gillery,1989,1989,C,7-0,235.0,"September 19, 1965",Georgetown
1590,94,Freddie Gillespie,2021,2022,F,6-9,245.0,"June 14, 1997","Carleton College, Baylor"
1591,95,Jack Gillespie,1970,1970,F,6-6,215.0,"October 1, 1947",Montana State
1592,96,Armen Gilliam,1988,2000,F-C,6-9,230.0,"May 28, 1964",UNLV
1593,97,Herm Gilliam,1970,1977,G-F,6-3,190.0,"May 5, 1946",Purdue
1594,98,Artis Gilmore*,1972,1988,C,7-2,240.0,"September 21, 1949","Gardner-Webb University, Jacksonville University"
1595,99,Walt Gilmore,1971,1971,F,6-6,225.0,"February 27, 1947",Fort Valley State University
1596,100,Chuck Gilmur,1947,1951,F-C,6-4,225.0,"August 13, 1922",Washington
1597,101,Manu Ginóbili*,2003,2018,G,6-6,205.0,"July 28, 1977",
1598,102,Gordan Giriček,2003,2008,G-F,6-6,210.0,"June 20, 1977",
1599,103,Jack Givens,1979,1980,F-G,6-5,205.0,"September 21, 1956",Kentucky
1600,104,Mickell Gladness,2012,2012,C,6-11,220.0,"July 26, 1986",Alabama A&M University
1601,105,George Glamack,1949,1949,C-F,6-6,225.0,"June 7, 1918",UNC
1602,106,Gerald Glass,1991,1996,G-F,6-5,221.0,"November 12, 1967","Delta State University, Ole Miss"
1603,107,Mike Glenn,1978,1987,G,6-2,175.0,"September 10, 1955",Southern Illinois
1604,108,Normie Glick,1950,1950,F,6-7,190.0,"November 10, 1927",Loyola Marymount
1605,109,Georgi Glouchkov,1986,1986,F,6-8,235.0,"January 10, 1960",
1606,110,Clarence Glover,1972,1972,F,6-8,210.0,"November 1, 1947",Western Kentucky
1607,111,Dion Glover,2000,2005,G,6-5,228.0,"October 22, 1978",Georgia Tech
1608,112,Andreas Glyniadakis,2007,2007,C,7-1,280.0,"August 21, 1981",
1609,113,Mike Gminski,1981,1994,C,6-11,250.0,"August 3, 1959",Duke
1610,114,Rudy Gobert,2014,2023,C,7-1,258.0,"June 26, 1992",
1611,115,Dan Godfread,1991,1992,C,6-10,250.0,"June 14, 1967",University of Evansville
1612,116,Tom Gola*,1956,1966,G-F,6-6,205.0,"January 13, 1933",La Salle
1613,117,Ben Goldfaden,1947,1947,F,6-1,185.0,"September 6, 1913",George Washington
1614,118,Anthony Goldwire,1996,2006,G,6-1,182.0,"September 6, 1971",Houston
1615,119,Ryan Gomes,2006,2014,F,6-7,250.0,"September 1, 1982",Providence
1616,120,Glen Gondrezick,1978,1983,F-G,6-6,218.0,"August 30, 1955",UNLV
1617,121,Grant Gondrezick,1987,1989,G,6-5,205.0,"January 19, 1963",Pepperdine
1618,122,Drew Gooden,2003,2016,F,6-10,250.0,"September 24, 1981",Kansas
1619,123,Gail Goodrich*,1966,1979,G,6-1,170.0,"April 23, 1943",UCLA
1620,124,Steve Goodrich,2001,2002,F,6-10,220.0,"March 18, 1976",Princeton
1621,125,Archie Goodwin,2014,2017,G,6-5,200.0,"August 17, 1994",Kentucky
1622,126,Brandon Goodwin,2019,2022,G,6-0,180.0,"October 2, 1995","Central Florida, Florida Gulf Coast"
1623,127,Jordan Goodwin,2022,2023,G,6-3,200.0,"October 23, 1998",Saint Louis
1624,128,Pop Goodwin,1947,1948,F-C,6-2,203.0,"December 22, 1920",
1625,129,Aaron Gordon,2015,2023,F,6-8,235.0,"September 16, 1995",Arizona
1626,130,Ben Gordon,2005,2015,G,6-3,200.0,"April 4, 1983",UConn
1627,131,Drew Gordon,2015,2015,F,6-9,245.0,"July 12, 1990","UCLA, New Mexico"
1628,132,Eric Gordon,2009,2023,G-F,6-3,215.0,"December 25, 1988",Indiana
1629,133,Lancaster Gordon,1985,1988,G,6-3,185.0,"June 24, 1962",Louisville
1630,134,Paul Gordon,1950,1950,F,6-3,185.0,"April 8, 1927",Notre Dame
1631,135,Marcin Gortat,2008,2019,C-F,6-11,240.0,"February 17, 1984",
1632,136,Leo Gottlieb,1947,1948,G,5-11,180.0,"November 28, 1920",
1633,137,Andrew Goudelock,2012,2016,G,6-3,200.0,"December 7, 1988",College of Charleston
1634,138,Gerald Govan,1968,1976,F-C,6-10,220.0,"January 2, 1942",Saint Mary of the Plains College
1635,139,Bato Govedarica,1954,1954,G,5-11,185.0,"April 17, 1928",DePaul
1636,140,Joe Graboski,1949,1962,F-C,6-7,195.0,"January 15, 1930",
1637,141,Ricky Grace,1994,1994,G,6-1,180.0,"August 20, 1967","Midland College, Oklahoma"
1638,142,Calvin Graham,1968,1968,G,6-2,195.0,"June 7, 1944",Gannon University
1639,143,Devonte' Graham,2019,2023,G,6-1,195.0,"February 22, 1995",Kansas
1640,144,Greg Graham,1994,1998,G,6-4,174.0,"November 26, 1970",Indiana
1641,145,Joey Graham,2006,2011,F,6-7,225.0,"June 11, 1982","Central Florida, Oklahoma State"
